iterations, time, cart::mass_pendulum[REAL], cart::mass_cart[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force[REAL], cart::force_pendulum[REAL], pendulum::cart_acceleration[REAL], pendulum::force[REAL], pendulum::length_pendulum[REAL], pendulum::angle[REAL], pendulum::mass_pendulum[REAL], pendulum::angular_velocity[REAL], controller::angle[REAL], controller::angular_velocity[REAL], controller::cart_velocity[REAL], controller::cart_position[REAL], controller::force[REAL]
4227, 42.27, 0.100000, 1.000000, -0.001350, 0.104608, 0.001631, 0.002421, -0.000460, 0.001631, -0.000460, 1.000000, 3.142137, 0.100000, -0.007452, 3.142137, -0.007452, -0.001350, 0.104608, 0.002421
4228, 42.28, 0.100000, 1.000000, -0.001332, 0.104595, 0.001782, 0.002496, -0.000371, 0.001782, -0.000371, 1.000000, 3.142062, 0.100000, -0.007489, 3.142062, -0.007489, -0.001332, 0.104595, 0.002496
4229, 42.29, 0.100000, 1.000000, -0.001313, 0.104581, 0.001931, 0.002568, -0.000283, 0.001931, -0.000283, 1.000000, 3.141987, 0.100000, -0.007517, 3.141987, -0.007517, -0.001313, 0.104581, 0.002568
4230, 42.3, 0.100000, 1.000000, -0.001292, 0.104568, 0.002078, 0.002637, -0.000194, 0.002078, -0.000194, 1.000000, 3.141912, 0.100000, -0.007537, 3.141912, -0.007537, -0.001292, 0.104568, 0.002637
4231, 42.31, 0.100000, 1.000000, -0.001270, 0.104556, 0.002221, 0.002703, -0.000105, 0.002221, -0.000105, 1.000000, 3.141836, 0.100000, -0.007547, 3.141836, -0.007547, -0.001270, 0.104556, 0.002703
4232, 42.32, 0.100000, 1.000000, -0.001246, 0.104543, 0.002361, 0.002765, -0.000017, 0.002361, -0.000017, 1.000000, 3.141761, 0.100000, -0.007549, 3.141761, -0.007549, -0.001246, 0.104543, 0.002765
4233, 42.33, 0.100000, 1.000000, -0.001221, 0.104531, 0.002498, 0.002824, 0.000071, 0.002498, 0.000071, 1.000000, 3.141686, 0.100000, -0.007542, 3.141686, -0.007542, -0.001221, 0.104531, 0.002824
4234, 42.34, 0.100000, 1.000000, -0.001195, 0.104519, 0.002632, 0.002879, 0.000159, 0.002632, 0.000159, 1.000000, 3.141610, 0.100000, -0.007526, 3.141610, -0.007526, -0.001195, 0.104519, 0.002879
4235, 42.35, 0.100000, 1.000000, -0.001167, 0.104507, 0.002762, 0.002931, 0.000246, 0.002762, 0.000246, 1.000000, 3.141535, 0.100000, -0.007502, 3.141535, -0.007502, -0.001167, 0.104507, 0.002931
4236, 42.36, 0.100000, 1.000000, -0.001138, 0.104496, 0.002888, 0.002979, 0.000332, 0.002888, 0.000332, 1.000000, 3.141461, 0.100000, -0.007468, 3.141461, -0.007468, -0.001138, 0.104496, 0.002979
4237, 42.37, 0.100000, 1.000000, -0.001108, 0.104485, 0.003010, 0.003023, 0.000418, 0.003010, 0.000418, 1.000000, 3.141386, 0.100000, -0.007426, 3.141386, -0.007426, -0.001108, 0.104485, 0.003023
4238, 42.38, 0.100000, 1.000000, -0.001077, 0.104474, 0.003129, 0.003064, 0.000503, 0.003129, 0.000503, 1.000000, 3.141313, 0.100000, -0.007376, 3.141313, -0.007376, -0.001077, 0.104474, 0.003064
4239, 42.39, 0.100000, 1.000000, -0.001044, 0.104464, 0.003243, 0.003101, 0.000588, 0.003243, 0.000588, 1.000000, 3.141239, 0.100000, -0.007317, 3.141239, -0.007317, -0.001044, 0.104464, 0.003101
4240, 42.4, 0.100000, 1.000000, -0.001011, 0.104454, 0.003354, 0.003135, 0.000671, 0.003354, 0.000671, 1.000000, 3.141167, 0.100000, -0.007250, 3.141167, -0.007250, -0.001011, 0.104454, 0.003135
4241, 42.41, 0.100000, 1.000000, -0.000976, 0.104444, 0.003460, 0.003164, 0.000753, 0.003460, 0.000753, 1.000000, 3.141095, 0.100000, -0.007175, 3.141095, -0.007175, -0.000976, 0.104444, 0.003164
4242, 42.42, 0.100000, 1.000000, -0.000941, 0.104435, 0.003561, 0.003190, 0.000834, 0.003561, 0.000834, 1.000000, 3.141024, 0.100000, -0.007092, 3.141024, -0.007092, -0.000941, 0.104435, 0.003190
4243, 42.43, 0.100000, 1.000000, -0.000904, 0.104425, 0.003658, 0.003212, 0.000914, 0.003658, 0.000914, 1.000000, 3.140954, 0.100000, -0.007000, 3.140954, -0.007000, -0.000904, 0.104425, 0.003212
4244, 42.44, 0.100000, 1.000000, -0.000867, 0.104417, 0.003751, 0.003230, 0.000992, 0.003751, 0.000992, 1.000000, 3.140885, 0.100000, -0.006901, 3.140885, -0.006901, -0.000867, 0.104417, 0.003230
4245, 42.45, 0.100000, 1.000000, -0.000828, 0.104409, 0.003838, 0.003245, 0.001069, 0.003838, 0.001069, 1.000000, 3.140817, 0.100000, -0.006794, 3.140817, -0.006794, -0.000828, 0.104409, 0.003245
4246, 42.46, 0.100000, 1.000000, -0.000789, 0.104401, 0.003921, 0.003255, 0.001144, 0.003921, 0.001144, 1.000000, 3.140750, 0.100000, -0.006680, 3.140750, -0.006680, -0.000789, 0.104401, 0.003255
4247, 42.47, 0.100000, 1.000000, -0.000749, 0.104393, 0.004000, 0.003262, 0.001218, 0.004000, 0.001218, 1.000000, 3.140685, 0.100000, -0.006558, 3.140685, -0.006558, -0.000749, 0.104393, 0.003262
4248, 42.48, 0.100000, 1.000000, -0.000708, 0.104386, 0.004073, 0.003265, 0.001290, 0.004073, 0.001290, 1.000000, 3.140621, 0.100000, -0.006429, 3.140621, -0.006429, -0.000708, 0.104386, 0.003265
4249, 42.49, 0.100000, 1.000000, -0.000667, 0.104379, 0.004141, 0.003264, 0.001361, 0.004141, 0.001361, 1.000000, 3.140558, 0.100000, -0.006293, 3.140558, -0.006293, -0.000667, 0.104379, 0.003264
4250, 42.5, 0.100000, 1.000000, -0.000625, 0.104373, 0.004204, 0.003259, 0.001429, 0.004204, 0.001429, 1.000000, 3.140496, 0.100000, -0.006150, 3.140496, -0.006150, -0.000625, 0.104373, 0.003259
4251, 42.51, 0.100000, 1.000000, -0.000582, 0.104367, 0.004262, 0.003250, 0.001496, 0.004262, 0.001496, 1.000000, 3.140436, 0.100000, -0.006000, 3.140436, -0.006000, -0.000582, 0.104367, 0.003250
4252, 42.52, 0.100000, 1.000000, -0.000539, 0.104362, 0.004315, 0.003238, 0.001561, 0.004315, 0.001561, 1.000000, 3.140378, 0.100000, -0.005844, 3.140378, -0.005844, -0.000539, 0.104362, 0.003238
4253, 42.53, 0.100000, 1.000000, -0.000495, 0.104357, 0.004362, 0.003222, 0.001623, 0.004362, 0.001623, 1.000000, 3.140321, 0.100000, -0.005682, 3.140321, -0.005682, -0.000495, 0.104357, 0.003222
4254, 42.54, 0.100000, 1.000000, -0.000451, 0.104352, 0.004405, 0.003202, 0.001684, 0.004405, 0.001684, 1.000000, 3.140266, 0.100000, -0.005513, 3.140266, -0.005513, -0.000451, 0.104352, 0.003202
4255, 42.55, 0.100000, 1.000000, -0.000407, 0.104348, 0.004442, 0.003179, 0.001742, 0.004442, 0.001742, 1.000000, 3.140212, 0.100000, -0.005339, 3.140212, -0.005339, -0.000407, 0.104348, 0.003179
4256, 42.56, 0.100000, 1.000000, -0.000362, 0.104345, 0.004473, 0.003152, 0.001798, 0.004473, 0.001798, 1.000000, 3.140161, 0.100000, -0.005159, 3.140161, -0.005159, -0.000362, 0.104345, 0.003152
4257, 42.57, 0.100000, 1.000000, -0.000317, 0.104342, 0.004500, 0.003121, 0.001852, 0.004500, 0.001852, 1.000000, 3.140111, 0.100000, -0.004974, 3.140111, -0.004974, -0.000317, 0.104342, 0.003121
4258, 42.58, 0.100000, 1.000000, -0.000272, 0.104339, 0.004521, 0.003087, 0.001903, 0.004521, 0.001903, 1.000000, 3.140063, 0.100000, -0.004784, 3.140063, -0.004784, -0.000272, 0.104339, 0.003087
4259, 42.59, 0.100000, 1.000000, -0.000227, 0.104337, 0.004537, 0.003049, 0.001952, 0.004537, 0.001952, 1.000000, 3.140017, 0.100000, -0.004589, 3.140017, -0.004589, -0.000227, 0.104337, 0.003049
4260, 42.6, 0.100000, 1.000000, -0.000181, 0.104335, 0.004547, 0.003008, 0.001999, 0.004547, 0.001999, 1.000000, 3.139973, 0.100000, -0.004389, 3.139973, -0.004389, -0.000181, 0.104335, 0.003008
4261, 42.61, 0.100000, 1.000000, -0.000136, 0.104333, 0.004552, 0.002964, 0.002043, 0.004552, 0.002043, 1.000000, 3.139932, 0.100000, -0.004184, 3.139932, -0.004184, -0.000136, 0.104333, 0.002964
4262, 42.62, 0.100000, 1.000000, -0.000090, 0.104333, 0.004552, 0.002916, 0.002085, 0.004552, 0.002085, 1.000000, 3.139892, 0.100000, -0.003976, 3.139892, -0.003976, -0.000090, 0.104333, 0.002916
4263, 42.63, 0.100000, 1.000000, -0.000045, 0.104332, 0.004546, 0.002865, 0.002124, 0.004546, 0.002124, 1.000000, 3.139854, 0.100000, -0.003763, 3.139854, -0.003763, -0.000045, 0.104332, 0.002865
4264, 42.64, 0.100000, 1.000000, 0.000001, 0.104332, 0.004535, 0.002811, 0.002160, 0.004535, 0.002160, 1.000000, 3.139819, 0.100000, -0.003547, 3.139819, -0.003547, 0.000001, 0.104332, 0.002811
4265, 42.65, 0.100000, 1.000000, 0.000046, 0.104333, 0.004519, 0.002754, 0.002194, 0.004519, 0.002194, 1.000000, 3.139785, 0.100000, -0.003328, 3.139785, -0.003328, 0.000046, 0.104333, 0.002754
4266, 42.66, 0.100000, 1.000000, 0.000091, 0.104333, 0.004498, 0.002694, 0.002225, 0.004498, 0.002225, 1.000000, 3.139754, 0.100000, -0.003106, 3.139754, -0.003106, 0.000091, 0.104333, 0.002694
4267, 42.67, 0.100000, 1.000000, 0.000136, 0.104335, 0.004471, 0.002630, 0.002253, 0.004471, 0.002253, 1.000000, 3.139726, 0.100000, -0.002880, 3.139726, -0.002880, 0.000136, 0.104335, 0.002630
4268, 42.68, 0.100000, 1.000000, 0.000180, 0.104337, 0.004440, 0.002565, 0.002279, 0.004440, 0.002279, 1.000000, 3.139699, 0.100000, -0.002652, 3.139699, -0.002652, 0.000180, 0.104337, 0.002565
4269, 42.69, 0.100000, 1.000000, 0.000224, 0.104339, 0.004403, 0.002496, 0.002302, 0.004403, 0.002302, 1.000000, 3.139675, 0.100000, -0.002422, 3.139675, -0.002422, 0.000224, 0.104339, 0.002496
4270, 42.7, 0.100000, 1.000000, 0.000268, 0.104342, 0.004361, 0.002424, 0.002322, 0.004361, 0.002322, 1.000000, 3.139653, 0.100000, -0.002190, 3.139653, -0.002190, 0.000268, 0.104342, 0.002424
4271, 42.71, 0.100000, 1.000000, 0.000311, 0.104345, 0.004315, 0.002350, 0.002339, 0.004315, 0.002339, 1.000000, 3.139633, 0.100000, -0.001956, 3.139633, -0.001956, 0.000311, 0.104345, 0.002350
4272, 42.72, 0.100000, 1.000000, 0.000353, 0.104348, 0.004263, 0.002274, 0.002353, 0.004263, 0.002353, 1.000000, 3.139616, 0.100000, -0.001721, 3.139616, -0.001721, 0.000353, 0.104348, 0.002274
4273, 42.73, 0.100000, 1.000000, 0.000395, 0.104352, 0.004207, 0.002195, 0.002365, 0.004207, 0.002365, 1.000000, 3.139601, 0.100000, -0.001484, 3.139601, -0.001484, 0.000395, 0.104352, 0.002195
4274, 42.74, 0.100000, 1.000000, 0.000437, 0.104357, 0.004146, 0.002114, 0.002374, 0.004146, 0.002374, 1.000000, 3.139589, 0.100000, -0.001247, 3.139589, -0.001247, 0.000437, 0.104357, 0.002114
4275, 42.75, 0.100000, 1.000000, 0.000478, 0.104361, 0.004080, 0.002031, 0.002380, 0.004080, 0.002380, 1.000000, 3.139579, 0.100000, -0.001009, 3.139579, -0.001009, 0.000478, 0.104361, 0.002031
4276, 42.76, 0.100000, 1.000000, 0.000518, 0.104366, 0.004010, 0.001945, 0.002384, 0.004010, 0.002384, 1.000000, 3.139571, 0.100000, -0.000771, 3.139571, -0.000771, 0.000518, 0.104366, 0.001945
4277, 42.77, 0.100000, 1.000000, 0.000557, 0.104372, 0.003936, 0.001858, 0.002384, 0.003936, 0.002384, 1.000000, 3.139566, 0.100000, -0.000532, 3.139566, -0.000532, 0.000557, 0.104372, 0.001858
4278, 42.78, 0.100000, 1.000000, 0.000596, 0.104378, 0.003857, 0.001769, 0.002382, 0.003857, 0.002382, 1.000000, 3.139563, 0.100000, -0.000294, 3.139563, -0.000294, 0.000596, 0.104378, 0.001769
4279, 42.79, 0.100000, 1.000000, 0.000633, 0.104384, 0.003774, 0.001678, 0.002377, 0.003774, 0.002377, 1.000000, 3.139562, 0.100000, -0.000056, 3.139562, -0.000056, 0.000633, 0.104384, 0.001678
4280, 42.8, 0.100000, 1.000000, 0.000670, 0.104391, 0.003686, 0.001585, 0.002369, 0.003686, 0.002369, 1.000000, 3.139564, 0.100000, 0.000181, 3.139564, 0.000181, 0.000670, 0.104391, 0.001585
4281, 42.81, 0.100000, 1.000000, 0.000706, 0.104398, 0.003595, 0.001491, 0.002359, 0.003595, 0.002359, 1.000000, 3.139568, 0.100000, 0.000416, 3.139568, 0.000416, 0.000706, 0.104398, 0.001491
4282, 42.82, 0.100000, 1.000000, 0.000741, 0.104406, 0.003500, 0.001396, 0.002345, 0.003500, 0.002345, 1.000000, 3.139575, 0.100000, 0.000651, 3.139575, 0.000651, 0.000741, 0.104406, 0.001396
4283, 42.83, 0.100000, 1.000000, 0.000775, 0.104413, 0.003401, 0.001299, 0.002330, 0.003401, 0.002330, 1.000000, 3.139584, 0.100000, 0.000884, 3.139584, 0.000884, 0.000775, 0.104413, 0.001299
4284, 42.84, 0.100000, 1.000000, 0.000808, 0.104421, 0.003299, 0.001201, 0.002311, 0.003299, 0.002311, 1.000000, 3.139595, 0.100000, 0.001115, 3.139595, 0.001115, 0.000808, 0.104421, 0.001201
4285, 42.85, 0.100000, 1.000000, 0.000840, 0.104430, 0.003193, 0.001102, 0.002290, 0.003193, 0.002290, 1.000000, 3.139608, 0.100000, 0.001344, 3.139608, 0.001344, 0.000840, 0.104430, 0.001102
4286, 42.86, 0.100000, 1.000000, 0.000871, 0.104438, 0.003084, 0.001002, 0.002266, 0.003084, 0.002266, 1.000000, 3.139624, 0.100000, 0.001571, 3.139624, 0.001571, 0.000871, 0.104438, 0.001002
4287, 42.87, 0.100000, 1.000000, 0.000901, 0.104447, 0.002971, 0.000902, 0.002240, 0.002971, 0.002240, 1.000000, 3.139642, 0.100000, 0.001795, 3.139642, 0.001795, 0.000901, 0.104447, 0.000902
4288, 42.88, 0.100000, 1.000000, 0.000929, 0.104457, 0.002856, 0.000800, 0.002211, 0.002856, 0.002211, 1.000000, 3.139662, 0.100000, 0.002016, 3.139662, 0.002016, 0.000929, 0.104457, 0.000800
4289, 42.89, 0.100000, 1.000000, 0.000957, 0.104466, 0.002737, 0.000698, 0.002180, 0.002737, 0.002180, 1.000000, 3.139684, 0.100000, 0.002234, 3.139684, 0.002234, 0.000957, 0.104466, 0.000698
4290, 42.9, 0.100000, 1.000000, 0.000983, 0.104476, 0.002616, 0.000596, 0.002146, 0.002616, 0.002146, 1.000000, 3.139709, 0.100000, 0.002448, 3.139709, 0.002448, 0.000983, 0.104476, 0.000596
4291, 42.91, 0.100000, 1.000000, 0.001008, 0.104486, 0.002492, 0.000493, 0.002110, 0.002492, 0.002110, 1.000000, 3.139735, 0.100000, 0.002659, 3.139735, 0.002659, 0.001008, 0.104486, 0.000493
4292, 42.92, 0.100000, 1.000000, 0.001031, 0.104497, 0.002366, 0.000390, 0.002071, 0.002366, 0.002071, 1.000000, 3.139764, 0.100000, 0.002866, 3.139764, 0.002866, 0.001031, 0.104497, 0.000390
4293, 42.93, 0.100000, 1.000000, 0.001054, 0.104507, 0.002237, 0.000287, 0.002030, 0.002237, 0.002030, 1.000000, 3.139795, 0.100000, 0.003069, 3.139795, 0.003069, 0.001054, 0.104507, 0.000287
4294, 42.94, 0.100000, 1.000000, 0.001075, 0.104518, 0.002106, 0.000184, 0.001987, 0.002106, 0.001987, 1.000000, 3.139827, 0.100000, 0.003268, 3.139827, 0.003268, 0.001075, 0.104518, 0.000184
4295, 42.95, 0.100000, 1.000000, 0.001095, 0.104529, 0.001974, 0.000081, 0.001942, 0.001974, 0.001942, 1.000000, 3.139862, 0.100000, 0.003462, 3.139862, 0.003462, 0.001095, 0.104529, 0.000081
4296, 42.96, 0.100000, 1.000000, 0.001113, 0.104540, 0.001839, -0.000022, 0.001895, 0.001839, 0.001895, 1.000000, 3.139899, 0.100000, 0.003652, 3.139899, 0.003652, 0.001113, 0.104540, -0.000022
4297, 42.97, 0.100000, 1.000000, 0.001130, 0.104551, 0.001703, -0.000124, 0.001846, 0.001703, 0.001846, 1.000000, 3.139937, 0.100000, 0.003836, 3.139937, 0.003836, 0.001130, 0.104551, -0.000124
4298, 42.98, 0.100000, 1.000000, 0.001146, 0.104563, 0.001565, -0.000226, 0.001795, 0.001565, 0.001795, 1.000000, 3.139977, 0.100000, 0.004016, 3.139977, 0.004016, 0.001146, 0.104563, -0.000226
4299, 42.99, 0.100000, 1.000000, 0.001160, 0.104574, 0.001426, -0.000327, 0.001741, 0.001426, 0.001741, 1.000000, 3.140019, 0.100000, 0.004190, 3.140019, 0.004190, 0.001160, 0.104574, -0.000327
4300, 43, 0.100000, 1.000000, 0.001173, 0.104586, 0.001286, -0.000427, 0.001686, 0.001286, 0.001686, 1.000000, 3.140063, 0.100000, 0.004359, 3.140063, 0.004359, 0.001173, 0.104586, -0.000427
4301, 43.01, 0.100000, 1.000000, 0.001184, 0.104598, 0.001144, -0.000527, 0.001630, 0.001144, 0.001630, 1.000000, 3.140108, 0.100000, 0.004522, 3.140108, 0.004522, 0.001184, 0.104598, -0.000527
4302, 43.02, 0.100000, 1.000000, 0.001194, 0.104610, 0.001002, -0.000626, 0.001571, 0.001002, 0.001571, 1.000000, 3.140155, 0.100000, 0.004679, 3.140155, 0.004679, 0.001194, 0.104610, -0.000626
4303, 43.03, 0.100000, 1.000000, 0.001203, 0.104622, 0.000860, -0.000723, 0.001511, 0.000860, 0.001511, 1.000000, 3.140203, 0.100000, 0.004830, 3.140203, 0.004830, 0.001203, 0.104622, -0.000723
4304, 43.04, 0.100000, 1.000000, 0.001210, 0.104634, 0.000716, -0.000819, 0.001449, 0.000716, 0.001449, 1.000000, 3.140253, 0.100000, 0.004975, 3.140253, 0.004975, 0.001210, 0.104634, -0.000819
4305, 43.05, 0.100000, 1.000000, 0.001216, 0.104646, 0.000573, -0.000914, 0.001386, 0.000573, 0.001386, 1.000000, 3.140304, 0.100000, 0.005113, 3.140304, 0.005113, 0.001216, 0.104646, -0.000914
4306, 43.06, 0.100000, 1.000000, 0.001220, 0.104658, 0.000429, -0.001008, 0.001322, 0.000429, 0.001322, 1.000000, 3.140356, 0.100000, 0.005246, 3.140356, 0.005246, 0.001220, 0.104658, -0.001008
4307, 43.07, 0.100000, 1.000000, 0.001223, 0.104670, 0.000285, -0.001100, 0.001256, 0.000285, 0.001256, 1.000000, 3.140410, 0.100000, 0.005371, 3.140410, 0.005371, 0.001223, 0.104670, -0.001100
4308, 43.08, 0.100000, 1.000000, 0.001224, 0.104683, 0.000142, -0.001191, 0.001189, 0.000142, 0.001189, 1.000000, 3.140465, 0.100000, 0.005490, 3.140465, 0.005490, 0.001224, 0.104683, -0.001191
4309, 43.09, 0.100000, 1.000000, 0.001224, 0.104695, -0.000002, -0.001279, 0.001121, -0.000002, 0.001121, 1.000000, 3.140521, 0.100000, 0.005602, 3.140521, 0.005602, 0.001224, 0.104695, -0.001279
4310, 43.1, 0.100000, 1.000000, 0.001223, 0.104707, -0.000144, -0.001366, 0.001051, -0.000144, 0.001051, 1.000000, 3.140578, 0.100000, 0.005707, 3.140578, 0.005707, 0.001223, 0.104707, -0.001366
4311, 43.11, 0.100000, 1.000000, 0.001220, 0.104719, -0.000286, -0.001451, 0.000981, -0.000286, 0.000981, 1.000000, 3.140636, 0.100000, 0.005805, 3.140636, 0.005805, 0.001220, 0.104719, -0.001451
4312, 43.12, 0.100000, 1.000000, 0.001216, 0.104732, -0.000428, -0.001534, 0.000910, -0.000428, 0.000910, 1.000000, 3.140695, 0.100000, 0.005896, 3.140695, 0.005896, 0.001216, 0.104732, -0.001534
4313, 43.13, 0.100000, 1.000000, 0.001210, 0.104744, -0.000568, -0.001615, 0.000838, -0.000568, 0.000838, 1.000000, 3.140755, 0.100000, 0.005980, 3.140755, 0.005980, 0.001210, 0.104744, -0.001615
4314, 43.14, 0.100000, 1.000000, 0.001203, 0.104756, -0.000707, -0.001694, 0.000765, -0.000707, 0.000765, 1.000000, 3.140815, 0.100000, 0.006057, 3.140815, 0.006057, 0.001203, 0.104756, -0.001694
4315, 43.15, 0.100000, 1.000000, 0.001194, 0.104768, -0.000845, -0.001771, 0.000692, -0.000845, 0.000692, 1.000000, 3.140877, 0.100000, 0.006126, 3.140877, 0.006126, 0.001194, 0.104768, -0.001771
4316, 43.16, 0.100000, 1.000000, 0.001185, 0.104779, -0.000981, -0.001845, 0.000618, -0.000981, 0.000618, 1.000000, 3.140938, 0.100000, 0.006188, 3.140938, 0.006188, 0.001185, 0.104779, -0.001845
4317, 43.17, 0.100000, 1.000000, 0.001173, 0.104791, -0.001116, -0.001917, 0.000544, -0.001116, 0.000544, 1.000000, 3.141001, 0.100000, 0.006242, 3.141001, 0.006242, 0.001173, 0.104791, -0.001917
4318, 43.18, 0.100000, 1.000000, 0.001161, 0.104803, -0.001248, -0.001986, 0.000469, -0.001248, 0.000469, 1.000000, 3.141064, 0.100000, 0.006289, 3.141064, 0.006289, 0.001161, 0.104803, -0.001986
4319, 43.19, 0.100000, 1.000000, 0.001147, 0.104814, -0.001379, -0.002053, 0.000394, -0.001379, 0.000394, 1.000000, 3.141127, 0.100000, 0.006328, 3.141127, 0.006328, 0.001147, 0.104814, -0.002053
4320, 43.2, 0.100000, 1.000000, 0.001132, 0.104826, -0.001508, -0.002117, 0.000319, -0.001508, 0.000319, 1.000000, 3.141191, 0.100000, 0.006360, 3.141191, 0.006360, 0.001132, 0.104826, -0.002117
4321, 43.21, 0.100000, 1.000000, 0.001116, 0.104837, -0.001635, -0.002179, 0.000244, -0.001635, 0.000244, 1.000000, 3.141254, 0.100000, 0.006384, 3.141254, 0.006384, 0.001116, 0.104837, -0.002179
4322, 43.22, 0.100000, 1.000000, 0.001098, 0.104848, -0.001759, -0.002237, 0.000168, -0.001759, 0.000168, 1.000000, 3.141319, 0.100000, 0.006401, 3.141319, 0.006401, 0.001098, 0.104848, -0.002237
4323, 43.23, 0.100000, 1.000000, 0.001079, 0.104859, -0.001881, -0.002293, 0.000093, -0.001881, 0.000093, 1.000000, 3.141383, 0.100000, 0.006411, 3.141383, 0.006411, 0.001079, 0.104859, -0.002293
4324, 43.24, 0.100000, 1.000000, 0.001059, 0.104869, -0.002000, -0.002346, 0.000018, -0.002000, 0.000018, 1.000000, 3.141447, 0.100000, 0.006412, 3.141447, 0.006412, 0.001059, 0.104869, -0.002346
4325, 43.25, 0.100000, 1.000000, 0.001038, 0.104880, -0.002117, -0.002396, -0.000057, -0.002117, -0.000057, 1.000000, 3.141511, 0.100000, 0.006407, 3.141511, 0.006407, 0.001038, 0.104880, -0.002396
4326, 43.26, 0.100000, 1.000000, 0.001016, 0.104890, -0.002230, -0.002443, -0.000131, -0.002230, -0.000131, 1.000000, 3.141575, 0.100000, 0.006394, 3.141575, 0.006394, 0.001016, 0.104890, -0.002443
4327, 43.27, 0.100000, 1.000000, 0.000992, 0.104900, -0.002341, -0.002488, -0.000205, -0.002341, -0.000205, 1.000000, 3.141638, 0.100000, 0.006373, 3.141638, 0.006373, 0.000992, 0.104900, -0.002488
4328, 43.28, 0.100000, 1.000000, 0.000968, 0.104909, -0.002448, -0.002529, -0.000279, -0.002448, -0.000279, 1.000000, 3.141702, 0.100000, 0.006345, 3.141702, 0.006345, 0.000968, 0.104909, -0.002529
4329, 43.29, 0.100000, 1.000000, 0.000942, 0.104919, -0.002552, -0.002566, -0.000352, -0.002552, -0.000352, 1.000000, 3.141765, 0.100000, 0.006310, 3.141765, 0.006310, 0.000942, 0.104919, -0.002566
4330, 43.3, 0.100000, 1.000000, 0.000916, 0.104928, -0.002653, -0.002601, -0.000424, -0.002653, -0.000424, 1.000000, 3.141828, 0.100000, 0.006267, 3.141828, 0.006267, 0.000916, 0.104928, -0.002601
4331, 43.31, 0.100000, 1.000000, 0.000888, 0.104937, -0.002751, -0.002633, -0.000496, -0.002751, -0.000496, 1.000000, 3.141890, 0.100000, 0.006218, 3.141890, 0.006218, 0.000888, 0.104937, -0.002633
4332, 43.32, 0.100000, 1.000000, 0.000860, 0.104945, -0.002844, -0.002661, -0.000567, -0.002844, -0.000567, 1.000000, 3.141951, 0.100000, 0.006161, 3.141951, 0.006161, 0.000860, 0.104945, -0.002661
4333, 43.33, 0.100000, 1.000000, 0.000831, 0.104954, -0.002935, -0.002687, -0.000636, -0.002935, -0.000636, 1.000000, 3.142012, 0.100000, 0.006098, 3.142012, 0.006098, 0.000831, 0.104954, -0.002687
4334, 43.34, 0.100000, 1.000000, 0.000800, 0.104962, -0.003021, -0.002709, -0.000705, -0.003021, -0.000705, 1.000000, 3.142073, 0.100000, 0.006027, 3.142073, 0.006027, 0.000800, 0.104962, -0.002709
4335, 43.35, 0.100000, 1.000000, 0.000769, 0.104969, -0.003104, -0.002728, -0.000773, -0.003104, -0.000773, 1.000000, 3.142132, 0.100000, 0.005950, 3.142132, 0.005950, 0.000769, 0.104969, -0.002728
4336, 43.36, 0.100000, 1.000000, 0.000738, 0.104977, -0.003182, -0.002743, -0.000840, -0.003182, -0.000840, 1.000000, 3.142191, 0.100000, 0.005866, 3.142191, 0.005866, 0.000738, 0.104977, -0.002743
4337, 43.37, 0.100000, 1.000000, 0.000705, 0.104984, -0.003257, -0.002755, -0.000905, -0.003257, -0.000905, 1.000000, 3.142249, 0.100000, 0.005775, 3.142249, 0.005775, 0.000705, 0.104984, -0.002755
